ENSECAG00000000001      MTPAP
ENSECAG00000000002	RPE
ENSECAG00000021470	TPSG1
ENSECAG00000021471	CLK2
ENSECAG00000021472	C1orf123
ENSECAG00000021473	PREB
ENSECAG00000021474	TUBA3D
ENSECAG00000021475	STXBP3
ENSECAG00000021476	MMP8
ENSECAG00000021477	NDUFV1
ENSECAG00000021478	EIF4A1
ENSECAG00000021479	AASS
ENSECAG00000021480	ZNF573
ENSECAG00000021481	SSTR2
ENSECAG00000021482	TAF6L
ENSECAG00000021483	SEC24C
ENSECAG00000021484	TMEM2
ENSECAG00000021485	CCDC168
ENSECAG00000021486	RBSN
ENSECAG00000021487	TRIM66
ENSECAG00000021488	DYRK1B
ENSECAG00000021489	MAPK9
ENSECAG00000021490	AP002962.1
ENSECAG00000021492	ADSL
ENSECAG00000021493	RBX1
ENSECAG00000021496	TMEM52
ENSECAG00000021497	EMP1
ENSECAG00000021498	SNX13
ENSECAG00000021499	LTF
ENSECAG00000021500	HCFC1R1
ENSECAG00000021501	UQCRC2
ENSECAG00000021502	HS1BP3
ENSECAG00000021503	MLLT11
ENSECAG00000021504	SPATA22
ENSECAG00000021505	MAP3K2
ENSECAG00000021507	ATF6B
ENSECAG00000021508	PACRGL
ENSECAG00000021510	TIGD1
ENSECAG00000021513	ZNF227
ENSECAG00000021514	PGAP2
ENSECAG00000021515	CD22
ENSECAG00000021516	LRRC36
ENSECAG00000021517	RABEPK
ENSECAG00000021518	SULT1A1
ENSECAG00000021520	SLC44A3
ENSECAG00000021521	ATF7
ENSECAG00000021522	TMED1
ENSECAG00000021523	KLHL10
ENSECAG00000021525	IL4R
ENSECAG00000021528	ZMIZ1
ENSECAG00000021529	EZH2
ENSECAG00000021530	NUTF2
ENSECAG00000021531	CRB2
ENSECAG00000021532	AMBN
ENSECAG00000021533	MAP3K7CL
ENSECAG00000021534	ASPA
ENSECAG00000021537	FNDC7
ENSECAG00000021538	CKAP2L
ENSECAG00000021540	HTR2C
ENSECAG00000021541	KHDRBS2
ENSECAG00000021542	DIRC2
ENSECAG00000021543	CDKN1A
ENSECAG00000021544	FAIM2
ENSECAG00000021547	RNF165
ENSECAG00000021548	LRRC41
ENSECAG00000021549	EFCAB3
ENSECAG00000021550	ZMAT4
ENSECAG00000021551	UTP11
ENSECAG00000021552	RBM20
ENSECAG00000021554	TUBA3D
ENSECAG00000021556	SPIC
ENSECAG00000021560	ULK4
ENSECAG00000021561	ATP5A1
ENSECAG00000021563	CLEC2D
ENSECAG00000021564	NAA35
ENSECAG00000021565	TAT
ENSECAG00000021567	RNF167
ENSECAG00000021568	IDO2
ENSECAG00000021570	ZFP64
ENSECAG00000021572	ARHGEF5
ENSECAG00000021573	TRMT2B
ENSECAG00000021576	SGCG
ENSECAG00000021577	VWDE
ENSECAG00000021578	SLC39A2
ENSECAG00000021579	POGZ
ENSECAG00000021580	HP
ENSECAG00000021582	NBPF11
ENSECAG00000021583	LMOD1
ENSECAG00000021585	AP002962.1
ENSECAG00000021586	FBP1
ENSECAG00000021588	MANBA
ENSECAG00000021589	TMEM176A
ENSECAG00000021590	MLXIPL
ENSECAG00000021591	B4GALNT1
ENSECAG00000021592	GTF2IRD2B
ENSECAG00000021593	VPS33A
ENSECAG00000021594	VANGL2
ENSECAG00000021595	FAM98A
ENSECAG00000021596	CTRB2
ENSECAG00000021598	ZFAND2A
ENSECAG00000021599	METAP1D
ENSECAG00000021600	XPNPEP2
ENSECAG00000021601	DNPEP
ENSECAG00000021602	PARM1
ENSECAG00000021603	LCP2
ENSECAG00000021604	PDGFRL
ENSECAG00000021605	LURAP1
ENSECAG00000021606	WDR81
ENSECAG00000021607	TXNDC8
ENSECAG00000021609	SLC40A1
ENSECAG00000021610	GPBP1
ENSECAG00000021611	CHAT
ENSECAG00000021612	NRDC
ENSECAG00000021613	WWTR1
ENSECAG00000021614	RFC3
ENSECAG00000021615	PSMB2
ENSECAG00000021617	ITM2C
ENSECAG00000021619	CCHCR1
ENSECAG00000021620	GSS
ENSECAG00000021621	MOB3B
ENSECAG00000021622	WARS2
ENSECAG00000021626	DBT
ENSECAG00000021627	SLC16A1
ENSECAG00000021629	BTF3
ENSECAG00000021631	CSNK1E
ENSECAG00000021632	ST8SIA2
ENSECAG00000021633	IFNK
ENSECAG00000021634	SLC29A4
ENSECAG00000021636	KMT2C
ENSECAG00000021637	PSMB1
ENSECAG00000021638	FRMPD2
ENSECAG00000021639	C6
ENSECAG00000021641	SNX21
ENSECAG00000021642	DYRK3
ENSECAG00000021643	LIX1
ENSECAG00000021644	ZAR1
ENSECAG00000021645	COBL
ENSECAG00000021646	FHDC1
ENSECAG00000021647	TRGC1
ENSECAG00000021648	THAP7
ENSECAG00000021650	TIPRL
ENSECAG00000021651	NPC1
ENSECAG00000021652	RAB3IP
ENSECAG00000021654	SLC10A4
ENSECAG00000021655	ZNF827
ENSECAG00000021657	SF3B1
ENSECAG00000021658	NME1-NME2
ENSECAG00000021659	CCDC157
ENSECAG00000021660	KRT79
ENSECAG00000021662	STMN1
ENSECAG00000021663	SMOC1
ENSECAG00000021664	ARHGEF5
ENSECAG00000021665	SGMS2
ENSECAG00000021666	YES1
ENSECAG00000021668	STK32B
ENSECAG00000021670	GGT5
ENSECAG00000021672	PSAP
ENSECAG00000021673	GPR157
ENSECAG00000021674	ALDH8A1
ENSECAG00000021678	PAPSS1
ENSECAG00000021679	CDK17
ENSECAG00000021680	BMT2
ENSECAG00000021681	ANKFN1
ENSECAG00000021682	WFDC8
ENSECAG00000021683	LGALS4
ENSECAG00000021684	EMP2
ENSECAG00000021685	DCLRE1B
ENSECAG00000021686	SUPT16H
ENSECAG00000021687	PROK1
ENSECAG00000021688	NEK3
ENSECAG00000021689	MEST
ENSECAG00000021690	NDUFS6
ENSECAG00000021691	RHOV
ENSECAG00000021692	TRIM43
ENSECAG00000021693	CAPZA2
ENSECAG00000021694	CYB5D2
ENSECAG00000021695	ENST00000312711
ENSECAG00000021699	SOCS7
ENSECAG00000021702	PANX2
ENSECAG00000021703	NKX6-1
ENSECAG00000021704	EGLN1
ENSECAG00000021705	RPL30
ENSECAG00000021706	RPS6KC1
ENSECAG00000021708	FAM26F
ENSECAG00000021710	CTSW
ENSECAG00000021711	CYP2D6
ENSECAG00000021712	EYA2
ENSECAG00000021714	MPRIP
ENSECAG00000021715	ETV3L
ENSECAG00000021716	LPCAT1
ENSECAG00000021717	SPDEF
ENSECAG00000021720	NOC3L
ENSECAG00000021721	SLC22A5
ENSECAG00000021722	AGTRAP
ENSECAG00000021724	TNFRSF13B
ENSECAG00000021725	TFDP2
ENSECAG00000021726	ZNF556
ENSECAG00000021727	MEX3C
ENSECAG00000021728	PTPRT
ENSECAG00000021729	SRRM4
ENSECAG00000021731	NIPSNAP1
ENSECAG00000021732	GOSR1
ENSECAG00000021733	USP35
ENSECAG00000021734	C1orf159
ENSECAG00000021735	EPHA6
ENSECAG00000021736	AURKC
ENSECAG00000021738	C8G
ENSECAG00000021739	C11orf84
ENSECAG00000021744	EN2
ENSECAG00000021745	POLE4
ENSECAG00000021746	SHROOM1
ENSECAG00000021749	CBS
ENSECAG00000021750	HLA-A
ENSECAG00000021751	ZFP14
ENSECAG00000021752	FBXO33
ENSECAG00000021753	AP4S1
ENSECAG00000021754	MARK2
ENSECAG00000021756	MASP2
ENSECAG00000021758	ATP10B
ENSECAG00000021759	WNT3
ENSECAG00000021760	DCC
ENSECAG00000021762	ZBTB2
ENSECAG00000021764	WDR90
ENSECAG00000021765	TSPO
ENSECAG00000021766	PCOLCE
ENSECAG00000021767	HOXA1
ENSECAG00000021768	IQCE
ENSECAG00000021770	HIPK4
ENSECAG00000021771	ANKFY1
ENSECAG00000021772	KCNH6
ENSECAG00000021773	ATP6V1A
ENSECAG00000021774	DNAAF5
ENSECAG00000021776	AFP
ENSECAG00000021777	ACTN4
ENSECAG00000021778	SLC16A7
ENSECAG00000021780	S100PBP
ENSECAG00000021781	TTLL12
ENSECAG00000021782	DCK
ENSECAG00000021783	TUSC5
ENSECAG00000021784	BOD1
ENSECAG00000021785	HLA-A
ENSECAG00000021787	CNPY4
ENSECAG00000021790	LNPEP
ENSECAG00000021791	RCBTB1
ENSECAG00000021792	CCDC71
ENSECAG00000021794	SERPINF2
ENSECAG00000021795	C9orf135
ENSECAG00000021796	HLA-DMB
ENSECAG00000021797	LRRC39
ENSECAG00000021798	LAX1
ENSECAG00000021800	WEE2
ENSECAG00000021801	CCDC38
ENSECAG00000021802	BHLHA9
ENSECAG00000021803	MFSD4B
ENSECAG00000021804	PELI1
ENSECAG00000021805	LAMB2
ENSECAG00000021806	MUSTN1
ENSECAG00000021807	TOMM7
ENSECAG00000021809	AIM1L
ENSECAG00000021810	MMAA
ENSECAG00000021812	STARD5
ENSECAG00000021814	OR1L4
ENSECAG00000021816	TIMM17A
ENSECAG00000021817	TMEM115
ENSECAG00000021818	COPA
ENSECAG00000021819	PPIL4
ENSECAG00000021820	USP22
ENSECAG00000021821	LAMTOR5
ENSECAG00000021822	TXNL1
ENSECAG00000021823	SKIV2L
ENSECAG00000021824	DENR
ENSECAG00000021826	NUP160
ENSECAG00000021830	ZNF420
ENSECAG00000021833	DPM2
ENSECAG00000021834	MIOS
ENSECAG00000021835	CTDP1
ENSECAG00000021838	C17orf67
ENSECAG00000021839	CCDC138
ENSECAG00000021840	KDM2B
ENSECAG00000021841	SH3BP2
ENSECAG00000021842	STK31
ENSECAG00000021843	GPR179
ENSECAG00000021844	CALML4
ENSECAG00000021845	HOXD9
ENSECAG00000021846	RBM41
ENSECAG00000021847	PPP1R17
ENSECAG00000021849	TFPI
ENSECAG00000021850	CLDN16
ENSECAG00000021851	DGKE
ENSECAG00000021852	TRPM4
ENSECAG00000021853	PTAR1
ENSECAG00000021854	CASQ2
ENSECAG00000021855	KLF3
ENSECAG00000021856	PADI2
ENSECAG00000021857	ZNF568
ENSECAG00000021858	AP002962.1
ENSECAG00000021859	VLDLR
ENSECAG00000021861	C1QL3
ENSECAG00000021865	UST
ENSECAG00000021867	MRPS7
ENSECAG00000021868	NCL
ENSECAG00000021869	SNIP1
ENSECAG00000021874	APEX1
ENSECAG00000021875	USP42
ENSECAG00000021876	RASGRP4
ENSECAG00000021877	NPAS3
ENSECAG00000021880	EIF3A
ENSECAG00000021882	YWHAZ
ENSECAG00000021883	AP002962.1
ENSECAG00000021884	ACOT8
ENSECAG00000021885	SMARCD1
ENSECAG00000021886	SPTA1
ENSECAG00000021887	TRIM62
ENSECAG00000021888	NPAS3
ENSECAG00000021889	ABR
ENSECAG00000021890	LHFPL2
ENSECAG00000021892	NEU4
ENSECAG00000021893	KLRC1
ENSECAG00000021894	APEX1
ENSECAG00000021896	FAM161B
ENSECAG00000021897	EVC2
ENSECAG00000021898	COPB1
ENSECAG00000021899	MAPKAPK2
ENSECAG00000021900	SPAG4
ENSECAG00000021901	IL1F10
ENSECAG00000021902	SPATA6L
ENSECAG00000021903	LAMC2
ENSECAG00000021904	TEX28
ENSECAG00000021906	RGSL1
ENSECAG00000021907	NDFIP1
ENSECAG00000021910	SMIM5
ENSECAG00000021912	C5orf34
ENSECAG00000021913	PLOD3
ENSECAG00000021914	PDE1C
ENSECAG00000021915	AP002962.1
ENSECAG00000021916	CEP120
ENSECAG00000021917	RPP30
ENSECAG00000021919	YIPF7
ENSECAG00000021920	MYO15B
ENSECAG00000021921	SCAMP1
ENSECAG00000021923	GTF2F2
ENSECAG00000021924	RSG1
ENSECAG00000021925	PTDSS2
ENSECAG00000021926	STRN
ENSECAG00000021927	RPL18
ENSECAG00000021928	RAD23B
ENSECAG00000021929	DNM1L
ENSECAG00000021930	PUM2
ENSECAG00000021932	ENST00000406164
ENSECAG00000021933	AGXT2
ENSECAG00000021935	CCDC168
ENSECAG00000021936	RAG1
ENSECAG00000021937	DUSP12
ENSECAG00000021938	SYNC
ENSECAG00000021939	FAM122A
ENSECAG00000021941	STK4
ENSECAG00000021942	TEX30
ENSECAG00000021943	PGA4
ENSECAG00000021944	COCH
ENSECAG00000021946	SYNGR2
ENSECAG00000021947	C9orf43
ENSECAG00000021948	NDUFC1
ENSECAG00000021950	NPM1
ENSECAG00000021952	LRRC63
ENSECAG00000021953	RUNDC3A
ENSECAG00000021954	NAE1
ENSECAG00000021955	MROH5
ENSECAG00000021956	FAU
ENSECAG00000021957	TRIM24
ENSECAG00000021961	IL12RB1
ENSECAG00000021962	ENST00000337808
ENSECAG00000021962	SCHIP1
ENSECAG00000021963	POMGNT1
ENSECAG00000021964	ASB9
ENSECAG00000021967	SLC9A4
ENSECAG00000021968	SAT1
ENSECAG00000021969	ITGB6
ENSECAG00000021970	CYB561D2
ENSECAG00000021972	SLC39A11
ENSECAG00000021973	NFE2L3
ENSECAG00000021974	ADAMTS6
ENSECAG00000021978	TRAPPC3L
ENSECAG00000021979	CARD10
ENSECAG00000021980	HOXD8
ENSECAG00000021981	WDR83OS
ENSECAG00000021982	THAP12
ENSECAG00000021983	LHX3
ENSECAG00000021984	RCC1L
ENSECAG00000021985	TRAV20
ENSECAG00000021986	HARS
ENSECAG00000021987	ICK
ENSECAG00000021988	RAG2
ENSECAG00000021989	DDX58
ENSECAG00000021990	COQ7
ENSECAG00000021991	GPR139
ENSECAG00000021992	TKTL2
ENSECAG00000021993	GCLM
ENSECAG00000021994	UBXN6
ENSECAG00000021995	M6PR
ENSECAG00000021997	RBM12
ENSECAG00000021998	MST1
ENSECAG00000021999	GNB1
ENSECAG00000022001	ZNF317
ENSECAG00000022002	TRAV22
ENSECAG00000022003	ACSL5
ENSECAG00000022005	CHD4
ENSECAG00000022007	SCN9A
ENSECAG00000022010	ZNF684
ENSECAG00000022011	AKAP7
ENSECAG00000022012	TRAV23DV6
ENSECAG00000022013	C11orf74
ENSECAG00000022014	RAVER2
ENSECAG00000022015	ALOX12
ENSECAG00000022016	NAPB
ENSECAG00000022017	FGF6
ENSECAG00000022018	TRIM47
ENSECAG00000022019	EIF3H
ENSECAG00000022020	TIGD1
ENSECAG00000022022	B4GALT3
ENSECAG00000022023	CDC42SE1
ENSECAG00000022024	RBM8A
ENSECAG00000022025	SCML2
ENSECAG00000022027	ALKBH1
ENSECAG00000022028	C9orf72
ENSECAG00000022029	DMRT3
ENSECAG00000022030	ARX
ENSECAG00000022033	TOPAZ1
ENSECAG00000022035	RERGL
ENSECAG00000022036	CNPY1
ENSECAG00000022037	SOX9
ENSECAG00000022038	BZW2
ENSECAG00000022039	ZFP69
ENSECAG00000022042	PNP
ENSECAG00000022043	RBM33
ENSECAG00000022044	C1orf56
ENSECAG00000022045	DNTTIP2
ENSECAG00000022046	LDLRAD1
ENSECAG00000022047	APOD
ENSECAG00000022048	PYGB
ENSECAG00000022049	SMYD2
ENSECAG00000022051	GAPDH
ENSECAG00000022052	CLHC1
ENSECAG00000022054	ENST00000620185
ENSECAG00000022055	HOXA3
ENSECAG00000022056	LRTOMT
ENSECAG00000022057	BBS9
ENSECAG00000022058	ODF2L
ENSECAG00000022059	MYC
ENSECAG00000022060	SLC25A32
ENSECAG00000022061	CHAMP1
ENSECAG00000022062	MGARP
ENSECAG00000022063	ABHD5
ENSECAG00000022064	CEP70
ENSECAG00000022066	SCYL2
ENSECAG00000022067	KYAT1
ENSECAG00000022068	RCN1
ENSECAG00000022069	RAB9B
ENSECAG00000022070	PITPNC1
ENSECAG00000022071	OTUD7A
ENSECAG00000022072	ENST00000553034
ENSECAG00000022073	KLHL3
ENSECAG00000022075	RABL6
ENSECAG00000022076	DNAJB2
ENSECAG00000022078	CHST15
ENSECAG00000022080	LAMTOR1
ENSECAG00000022081	PARG
ENSECAG00000022082	C12orf4
ENSECAG00000022083	FLOT1
ENSECAG00000022085	BPI
ENSECAG00000022087	RPH3A
ENSECAG00000022088	DEF6
ENSECAG00000022089	CBR4
ENSECAG00000022090	TXNRD3
ENSECAG00000022091	APEX1
ENSECAG00000022092	SNF8
ENSECAG00000022093	SLC2A5
ENSECAG00000022094	MYL10
ENSECAG00000022096	AP002962.1
ENSECAG00000022097	DMD
ENSECAG00000022099	ARMC1
ENSECAG00000022100	DHRS7B
ENSECAG00000022104	SLC26A1
ENSECAG00000022106	MBD4
ENSECAG00000022107	SLC16A4
ENSECAG00000022108	BORA
ENSECAG00000022109	NUB1
ENSECAG00000022110	ASXL1
ENSECAG00000022111	COA4
ENSECAG00000022112	AP4B1
ENSECAG00000022113	DECR1
ENSECAG00000022115	MRPL48
ENSECAG00000022118	IDO1
ENSECAG00000022119	FAM71F1
ENSECAG00000022121	SEMA3G
ENSECAG00000022122	DMAP1
ENSECAG00000022123	ANKRD53
ENSECAG00000022125	TNNT2
ENSECAG00000022126	LDHC
ENSECAG00000022127	PLAUR
ENSECAG00000022128	HMCN2
ENSECAG00000022129	HOXD3
ENSECAG00000022130	CPT2
ENSECAG00000022132	EPHA8
ENSECAG00000022133	PGA5
ENSECAG00000022135	VNN1
ENSECAG00000022136	DCTN6
ENSECAG00000022139	CTSF
ENSECAG00000022141	TSLP
ENSECAG00000022144	ANO9
ENSECAG00000022145	ASB3
ENSECAG00000022150	BAIAP2
ENSECAG00000022151	MATK
ENSECAG00000022152	CACHD1
ENSECAG00000022153	RALYL
ENSECAG00000022154	SLC25A11
ENSECAG00000022155	OR7C1
ENSECAG00000022158	VPS4B
ENSECAG00000022160	PTPN9
ENSECAG00000022163	AP4E1
ENSECAG00000022164	SMC4
ENSECAG00000022165	APOH
ENSECAG00000022166	AKAP12
ENSECAG00000022167	APEX1
ENSECAG00000022168	PRR14L
ENSECAG00000022169	PDSS1
ENSECAG00000022171	GCK
ENSECAG00000022174	KLHDC1
ENSECAG00000022175	SPACA5
ENSECAG00000022176	RC3H2
ENSECAG00000022178	EBP
ENSECAG00000022179	PPP4C
ENSECAG00000022180	BNIPL
ENSECAG00000022181	ABCA3
ENSECAG00000022182	RDM1
ENSECAG00000022184	PRR14L
ENSECAG00000022185	CCDC189
ENSECAG00000022186	EFNA3
ENSECAG00000022187	SSUH2
ENSECAG00000022188	WNT11
ENSECAG00000022189	PFDN4
ENSECAG00000022190	GALNT1
ENSECAG00000022191	FAM187B
ENSECAG00000022192	ZNF77
ENSECAG00000022193	GZMH
ENSECAG00000022194	ANKRD13A
ENSECAG00000022196	MRPL49
ENSECAG00000022197	CASP3
ENSECAG00000022198	MTNR1B
ENSECAG00000022199	LRFN3
ENSECAG00000022200	OBP2B
ENSECAG00000022203	FHL2
ENSECAG00000022204	PCMTD1
ENSECAG00000022206	PMPCA
ENSECAG00000022208	ENST00000423696
ENSECAG00000022211	NPEPL1
ENSECAG00000022212	TMEM50A
ENSECAG00000022213	TRABD
ENSECAG00000022214	KCNT2
ENSECAG00000022215	CRNKL1
ENSECAG00000022216	LOXHD1
ENSECAG00000022217	UTP6
ENSECAG00000022218	SLAMF9
ENSECAG00000022219	C16orf70
ENSECAG00000022221	TRDV1
ENSECAG00000022222	WASF1
ENSECAG00000022223	ANKRD17
ENSECAG00000022224	ENST00000617907
ENSECAG00000022225	SIGIRR
ENSECAG00000022227	MRPS31
ENSECAG00000022228	KLC4
ENSECAG00000022230	C14orf39
ENSECAG00000022231	RGS17
ENSECAG00000022232	SASH1
ENSECAG00000022233	KRT1
ENSECAG00000022234	CSDC2
ENSECAG00000022235	LZIC
ENSECAG00000022236	PLEKHA5
ENSECAG00000022237	MAN1B1
ENSECAG00000022238	NATD1
ENSECAG00000022239	ANKRD22
ENSECAG00000022240	STKLD1
ENSECAG00000022242	MAP2K3
ENSECAG00000022243	MOSPD1
ENSECAG00000022244	CYP26A1
ENSECAG00000022245	GINS3
ENSECAG00000022246	PIP4K2B
ENSECAG00000022247	C4BPA
ENSECAG00000022249	B4GALT5
ENSECAG00000022250	TRIM64
ENSECAG00000022252	SP140L
ENSECAG00000022254	TPM4
ENSECAG00000022256	ASB4
ENSECAG00000022257	NRGN
ENSECAG00000022258	SDSL
ENSECAG00000022259	CCL24
ENSECAG00000022260	EEF1A2
ENSECAG00000022261	FABP6
ENSECAG00000022263	STC2
ENSECAG00000022264	TRAV27
ENSECAG00000022265	SMC6
ENSECAG00000022266	UNC119B
ENSECAG00000022267	TSTA3
ENSECAG00000022268	GABRB1
ENSECAG00000022269	CLK3
ENSECAG00000022270	INTS3
ENSECAG00000022271	CEP97
ENSECAG00000022273	C1QTNF3-AMACR
ENSECAG00000022274	AP002962.1
ENSECAG00000022275	MLEC
ENSECAG00000022276	RLIM
ENSECAG00000022277	MAOA
ENSECAG00000022278	CASC5
ENSECAG00000022279	SERPINF1
ENSECAG00000022280	ADGRE2
ENSECAG00000022281	DMRTA2
ENSECAG00000022282	SCYL3
ENSECAG00000022283	CARD6
ENSECAG00000022284	ELAVL4
ENSECAG00000022285	RBM33
ENSECAG00000022286	ARFIP1
ENSECAG00000022288	ADCY6
ENSECAG00000022289	TMPRSS2
ENSECAG00000022290	GCA
ENSECAG00000022291	CCDC69
ENSECAG00000022292	OR13C8
ENSECAG00000022293	OGFOD2
ENSECAG00000022294	PITX3
ENSECAG00000022295	AKAP17A
ENSECAG00000022297	C19orf45
ENSECAG00000022299	LRRC66
ENSECAG00000022300	STOX1
ENSECAG00000022301	PDXK
ENSECAG00000022302	ASB8
ENSECAG00000022303	MED30
ENSECAG00000022304	RNF103
ENSECAG00000022305	TSPAN1
ENSECAG00000022306	RBM33
ENSECAG00000022307	ATF6
ENSECAG00000022308	WT1
ENSECAG00000022310	IL23A
ENSECAG00000022311	TFAP4
ENSECAG00000022312	ACSM4
ENSECAG00000022314	SRP9
ENSECAG00000022315	BIN3
ENSECAG00000022317	CBR1
ENSECAG00000022318	CRB2
ENSECAG00000022320	MGST3
ENSECAG00000022321	PEAK1
ENSECAG00000022322	TSPAN17
ENSECAG00000022323	PSMC3IP
ENSECAG00000022325	APEX1
ENSECAG00000022326	STAT2
ENSECAG00000022328	MSMB
ENSECAG00000022329	LRRC4C
ENSECAG00000022330	ERGIC2
ENSECAG00000022331	C3orf33
ENSECAG00000022332	LRRC3B
ENSECAG00000022333	MFSD4A
ENSECAG00000022334	DCTN2
ENSECAG00000022335	KDELC1
ENSECAG00000022338	PPP1R1C
ENSECAG00000022339	SOWAHA
ENSECAG00000022342	PKIA
ENSECAG00000022344	TRPV3
ENSECAG00000022345	ROR2
ENSECAG00000022346	BCL2L11
ENSECAG00000022347	GPR85
ENSECAG00000022348	PRSS12
ENSECAG00000022349	SEPT8
ENSECAG00000022350	PEX2
ENSECAG00000022351	TAS1R3
ENSECAG00000022352	CLUL1
ENSECAG00000022355	GSDMC
ENSECAG00000022357	EIF4E1B
ENSECAG00000022358	FBP2
ENSECAG00000022359	FOXRED1
ENSECAG00000022360	DOK3
ENSECAG00000022361	TIA1
ENSECAG00000022362	NOL8
ENSECAG00000022363	ZCWPW1
ENSECAG00000022365	APEX1
ENSECAG00000022366	TLE6
ENSECAG00000022367	LIPM
ENSECAG00000022368	MBD2
ENSECAG00000022369	WBP2
ENSECAG00000022371	APOBEC3A
ENSECAG00000022373	PPIL1
ENSECAG00000022374	TBX6
ENSECAG00000022375	PSMD2
ENSECAG00000022376	RAPH1
ENSECAG00000022379	RNF34
ENSECAG00000022380	TAS2R7
ENSECAG00000022381	DIEXF
ENSECAG00000022383	PKIB
ENSECAG00000022385	LRRC14
ENSECAG00000022386	BRD4
ENSECAG00000022387	RUNDC3B
ENSECAG00000022388	OS9
ENSECAG00000022389	PCBP2
ENSECAG00000022390	PLVAP
ENSECAG00000022391	DENND1A
ENSECAG00000022392	LCAT
ENSECAG00000022394	NUDT8
ENSECAG00000022395	EFCC1
ENSECAG00000022396	SMC3
ENSECAG00000022397	C6orf25
ENSECAG00000022398	NDST3
ENSECAG00000022399	FABP7
ENSECAG00000022400	CDCA7L
ENSECAG00000022401	NFXL1
ENSECAG00000022402	GFOD1
ENSECAG00000022403	EFCAB2
ENSECAG00000022404	TRPV6
ENSECAG00000022406	TBX10
ENSECAG00000022407	SLIT2
ENSECAG00000022408	CD244
ENSECAG00000022409	CNOT1
ENSECAG00000022411	MAP2K5
ENSECAG00000022412	EMG1
ENSECAG00000022413	EIF3D
ENSECAG00000022414	SLC12A3
ENSECAG00000022418	MAP6D1
ENSECAG00000022419	EPB42
ENSECAG00000022420	LSR
ENSECAG00000022421	ABHD14B
ENSECAG00000022422	PARL
ENSECAG00000022423	PLPP3
ENSECAG00000022424	TNFRSF12A
ENSECAG00000022425	CELA3B
ENSECAG00000022426	SWAP70
ENSECAG00000022427	UNC13C
ENSECAG00000022428	SPINK7
ENSECAG00000022429	ATP5S
ENSECAG00000022430	TOX
ENSECAG00000022431	GAPDH
ENSECAG00000022432	PLEKHH1
ENSECAG00000022433	CKM
ENSECAG00000022434	OXR1
ENSECAG00000022436	LONP2
ENSECAG00000022437	PSMA6
ENSECAG00000022438	CTSS
ENSECAG00000022440	HCFC1
ENSECAG00000022442	CALM2
ENSECAG00000022443	GPR87
ENSECAG00000022444	DCAKD
ENSECAG00000022445	SNX16
ENSECAG00000022446	PLD4
ENSECAG00000022448	INHBA
ENSECAG00000022449	MEAF6
ENSECAG00000022450	MOV10L1
ENSECAG00000022451	CCDC149
ENSECAG00000022453	LRRC37A2
ENSECAG00000022453	LRRC37B
ENSECAG00000022454	HOXD1
ENSECAG00000022455	PCNT
ENSECAG00000022456	C2orf50
ENSECAG00000022458	ADCK4
ENSECAG00000022459	C15orf40
ENSECAG00000022460	U2SURP
ENSECAG00000022462	GJA5
ENSECAG00000022463	GABRB3
ENSECAG00000022464	MTX2
ENSECAG00000022465	FAM19A2
ENSECAG00000022467	KIAA1257
ENSECAG00000022468	PRDX6
ENSECAG00000022469	RPL27A
ENSECAG00000022470	ZSCAN2
ENSECAG00000022471	SFT2D2
ENSECAG00000022473	MAST2
ENSECAG00000022474	CALU
ENSECAG00000022475	LCN12
ENSECAG00000022479	TSPAN16
ENSECAG00000022480	SYVN1
ENSECAG00000022481	NUP62
ENSECAG00000022482	UBE2R2
ENSECAG00000022483	PTP4A1
ENSECAG00000022485	MRPS18B
ENSECAG00000022486	SMYD5
ENSECAG00000022487	SLC6A6
ENSECAG00000022488	HMCES
ENSECAG00000022491	MBIP
ENSECAG00000022492	API5
ENSECAG00000022493	KCNG4
ENSECAG00000022495	NKRF
ENSECAG00000022497	AFM
ENSECAG00000022498	ITGB1
ENSECAG00000022499	SEMA4G
ENSECAG00000022500	ANXA6
ENSECAG00000022503	IL5RA
ENSECAG00000022504	CTBP2
ENSECAG00000022505	BTC
ENSECAG00000022506	TEX2
ENSECAG00000022507	ZBTB7B
ENSECAG00000022508	SMDT1
ENSECAG00000022509	PDE1A
ENSECAG00000022510	CD1E
ENSECAG00000022511	PDLIM7
ENSECAG00000022513	NPAS1
ENSECAG00000022514	C20orf85
ENSECAG00000022516	HMG20A
ENSECAG00000022520	NDUFA6
ENSECAG00000022522	YRDC
ENSECAG00000022523	GLRA1
ENSECAG00000022524	UQCR11
ENSECAG00000022525	AREG
ENSECAG00000022526	CDH15
ENSECAG00000022529	ANKRD60
ENSECAG00000022530	CERS1
ENSECAG00000022531	VWDE
ENSECAG00000022532	GSE1
ENSECAG00000022533	GPRC5B
ENSECAG00000022534	SMARCE1
ENSECAG00000022535	NUDCD3
ENSECAG00000022536	REST
ENSECAG00000022537	MAL2
ENSECAG00000022538	CSPG5
ENSECAG00000022539	NFS1
ENSECAG00000022541	ZNF25
ENSECAG00000022543	MANEAL
ENSECAG00000022545	FBRS
ENSECAG00000022546	MAN2B1
ENSECAG00000022549	C2orf71
ENSECAG00000022550	TRBV2
ENSECAG00000022551	SLC8A3
ENSECAG00000022552	PDE1B
ENSECAG00000022553	IRS1
ENSECAG00000022554	MFSD5
ENSECAG00000022555	KLC3
ENSECAG00000022557	BNIP2
