ENSECAG00000000002	ENST00000359429
ENSECAG00000022249	ENST00000371711
ENSECAG00000022250	ENST00000533122
ENSECAG00000022251	ENST00000338883
ENSECAG00000022251	ENST00000338883
ENSECAG00000022252	ENST00000415673
ENSECAG00000022254	ENST00000300933
ENSECAG00000022255	ENST00000343067
ENSECAG00000022255	ENST00000343067
ENSECAG00000022255	ENST00000343067
ENSECAG00000022256	ENST00000325885
ENSECAG00000022257	ENST00000412681
ENSECAG00000022258	ENST00000345635
ENSECAG00000022259	ENST00000416943
ENSECAG00000022260	ENST00000217182
ENSECAG00000022261	ENST00000393980
ENSECAG00000022262	ENST00000333229
ENSECAG00000022262	ENST00000333229
ENSECAG00000022263	ENST00000265087
ENSECAG00000022264	ENST00000390457
ENSECAG00000022265	ENST00000402989
ENSECAG00000022266	ENST00000344651
ENSECAG00000022267	ENST00000612580
ENSECAG00000022268	ENST00000295454
ENSECAG00000022269	ENST00000395066
ENSECAG00000022270	ENST00000571768
ENSECAG00000022271	ENST00000341893
ENSECAG00000022272	ENST00000398571
ENSECAG00000022272	ENST00000398571
ENSECAG00000022272	ENST00000398571
ENSECAG00000022273	ENST00000382079
ENSECAG00000022274	ENST00000623963
ENSECAG00000022275	ENST00000228506
ENSECAG00000022276	ENST00000349225
ENSECAG00000022277	ENST00000338702
ENSECAG00000022278	ENST00000399668
ENSECAG00000022279	ENST00000254722
ENSECAG00000022280	ENST00000595839
ENSECAG00000022281	ENST00000404795
ENSECAG00000022282	ENST00000367772
ENSECAG00000022283	ENST00000254691
ENSECAG00000022284	ENST00000371823
ENSECAG00000022285	ENST00000392761
ENSECAG00000022286	ENST00000353617
ENSECAG00000022288	ENST00000307885
ENSECAG00000022289	ENST00000398585
ENSECAG00000022290	ENST00000437150
ENSECAG00000022291	ENST00000355417
ENSECAG00000022292	ENST00000335040
ENSECAG00000022293	ENST00000228922
ENSECAG00000022294	ENST00000539804
ENSECAG00000022295	ENST00000313871
ENSECAG00000022296	ENST00000248929
ENSECAG00000022296	ENST00000248929
ENSECAG00000022297	ENST00000361664
ENSECAG00000022298	ENST00000379925
ENSECAG00000022298	ENST00000621565
ENSECAG00000022299	ENST00000343457
ENSECAG00000022300	ENST00000399169
ENSECAG00000022301	ENST00000291565
ENSECAG00000022302	ENST00000536549
ENSECAG00000022303	ENST00000297347
ENSECAG00000022304	ENST00000237455
ENSECAG00000022305	ENST00000372003
ENSECAG00000022306	ENST00000341148
ENSECAG00000022307	ENST00000367942
ENSECAG00000022308	ENST00000448076
ENSECAG00000022309	ENST00000273814
ENSECAG00000022309	ENST00000273814
ENSECAG00000022310	ENST00000228534
ENSECAG00000022311	ENST00000204517
ENSECAG00000022312	ENST00000399422
ENSECAG00000022313	ENST00000380518
ENSECAG00000022313	ENST00000337299
ENSECAG00000022313	ENST00000380518
ENSECAG00000022313	ENST00000380518
ENSECAG00000022314	ENST00000304786
ENSECAG00000022315	ENST00000276416
ENSECAG00000022317	ENST00000290349
ENSECAG00000022318	ENST00000460253
ENSECAG00000022320	ENST00000367889
ENSECAG00000022321	ENST00000312493
ENSECAG00000022322	ENST00000508164
ENSECAG00000022323	ENST00000393795
ENSECAG00000022325	ENST00000398030
ENSECAG00000022326	ENST00000314128
ENSECAG00000022328	ENST00000582163
ENSECAG00000022329	ENST00000619527
ENSECAG00000022330	ENST00000360150
ENSECAG00000022331	ENST00000340171
ENSECAG00000022332	ENST00000456208
ENSECAG00000022333	ENST00000367147
ENSECAG00000022334	ENST00000548249
ENSECAG00000022335	ENST00000376004
ENSECAG00000022338	ENST00000409702
ENSECAG00000022339	ENST00000378693
ENSECAG00000022340	ENST00000525748
ENSECAG00000022340	ENST00000525748
ENSECAG00000022341	ENST00000355667
ENSECAG00000022341	ENST00000359692
ENSECAG00000022342	ENST00000518467
ENSECAG00000022344	ENST00000576742
ENSECAG00000022345	ENST00000375708
ENSECAG00000022346	ENST00000393256
ENSECAG00000022347	ENST00000449591
ENSECAG00000022348	ENST00000296498
ENSECAG00000022349	ENST00000378721
ENSECAG00000022350	ENST00000522527
ENSECAG00000022351	ENST00000339381
ENSECAG00000022352	ENST00000581619
ENSECAG00000022353	ENST00000329962
ENSECAG00000022353	ENST00000329962
ENSECAG00000022353	ENST00000329962
ENSECAG00000022355	ENST00000619643
ENSECAG00000022357	ENST00000318682
ENSECAG00000022358	ENST00000375337
ENSECAG00000022359	ENST00000263578
ENSECAG00000022360	ENST00000357198
ENSECAG00000022361	ENST00000433529
ENSECAG00000022362	ENST00000358855
ENSECAG00000022363	ENST00000398027
ENSECAG00000022365	ENST00000398030
ENSECAG00000022366	ENST00000452088
ENSECAG00000022367	ENST00000404743
ENSECAG00000022368	ENST00000256429
ENSECAG00000022369	ENST00000254806
ENSECAG00000022370	ENST00000437366
ENSECAG00000022370	ENST00000437366
ENSECAG00000022371	ENST00000570508
ENSECAG00000022373	ENST00000373699
ENSECAG00000022374	ENST00000279386
ENSECAG00000022375	ENST00000310118
ENSECAG00000022376	ENST00000428637
ENSECAG00000022377	ENST00000324290
ENSECAG00000022377	ENST00000324290
ENSECAG00000022377	ENST00000324290
ENSECAG00000022377	ENST00000583322
ENSECAG00000022377	ENST00000583322
ENSECAG00000022377	ENST00000583322
ENSECAG00000022377	ENST00000583322
ENSECAG00000022377	ENST00000583322
ENSECAG00000022378	ENST00000369483
ENSECAG00000022378	ENST00000369486
ENSECAG00000022379	ENST00000361234
ENSECAG00000022380	ENST00000240687
ENSECAG00000022381	ENST00000491415
ENSECAG00000022383	ENST00000368446
ENSECAG00000022385	ENST00000292524
ENSECAG00000022386	ENST00000263377
ENSECAG00000022387	ENST00000394654
ENSECAG00000022388	ENST00000315970
ENSECAG00000022389	ENST00000546463
ENSECAG00000022390	ENST00000252590
ENSECAG00000022391	ENST00000373624
ENSECAG00000022392	ENST00000264005
ENSECAG00000022394	ENST00000376693
ENSECAG00000022395	ENST00000436022
ENSECAG00000022396	ENST00000361804
ENSECAG00000022397	ENST00000441161
ENSECAG00000022398	ENST00000296499
ENSECAG00000022399	ENST00000368444
ENSECAG00000022400	ENST00000406877
ENSECAG00000022401	ENST00000329043
ENSECAG00000022402	ENST00000379287
ENSECAG00000022403	ENST00000366523
ENSECAG00000022404	ENST00000611485
ENSECAG00000022405	ENST00000277541
ENSECAG00000022405	ENST00000277541
ENSECAG00000022406	ENST00000335385
ENSECAG00000022407	ENST00000503837
ENSECAG00000022408	ENST00000368034
ENSECAG00000022409	ENST00000564557
ENSECAG00000022411	ENST00000395476
ENSECAG00000022412	ENST00000599672
ENSECAG00000022413	ENST00000405442
ENSECAG00000022414	ENST00000262502
ENSECAG00000022418	ENST00000318631
ENSECAG00000022419	ENST00000441366
ENSECAG00000022420	ENST00000605618
ENSECAG00000022421	ENST00000525795
ENSECAG00000022422	ENST00000317096
ENSECAG00000022423	ENST00000371250
ENSECAG00000022424	ENST00000326577
ENSECAG00000022425	ENST00000337107
ENSECAG00000022426	ENST00000318950
ENSECAG00000022427	ENST00000260323
ENSECAG00000022428	ENST00000274565
ENSECAG00000022429	ENST00000311459
ENSECAG00000022430	ENST00000361421
ENSECAG00000022431	ENST00000396859
ENSECAG00000022432	ENST00000329153
ENSECAG00000022433	ENST00000221476
ENSECAG00000022434	ENST00000312046
ENSECAG00000022436	ENST00000285737
ENSECAG00000022437	ENST00000261479
ENSECAG00000022438	ENST00000368985
ENSECAG00000022440	ENST00000369984
ENSECAG00000022441	ENST00000443427
ENSECAG00000022441	ENST00000443427
ENSECAG00000022442	ENST00000456319
ENSECAG00000022443	ENST00000260843
ENSECAG00000022444	ENST00000310604
ENSECAG00000022445	ENST00000396330
ENSECAG00000022446	ENST00000540372
ENSECAG00000022447	ENST00000366844
ENSECAG00000022447	ENST00000366843
ENSECAG00000022447	ENST00000284563
ENSECAG00000022447	ENST00000366843
ENSECAG00000022448	ENST00000442711
ENSECAG00000022449	ENST00000373074
ENSECAG00000022450	ENST00000540615
ENSECAG00000022451	ENST00000504487
ENSECAG00000022453	ENST00000614665
ENSECAG00000022453	ENST00000327564
ENSECAG00000022454	ENST00000331462
ENSECAG00000022455	ENST00000359568
ENSECAG00000022456	ENST00000405022
ENSECAG00000022458	ENST00000324464
ENSECAG00000022459	ENST00000304177
ENSECAG00000022460	ENST00000473835
ENSECAG00000022461	ENST00000359479
ENSECAG00000022461	ENST00000359479
ENSECAG00000022462	ENST00000621517
ENSECAG00000022463	ENST00000400188
ENSECAG00000022464	ENST00000249442
ENSECAG00000022465	ENST00000551619
ENSECAG00000022467	ENST00000265068
ENSECAG00000022468	ENST00000340385
ENSECAG00000022469	ENST00000314138
ENSECAG00000022470	ENST00000540894
ENSECAG00000022471	ENST00000271375
ENSECAG00000022472	ENST00000378251
ENSECAG00000022472	ENST00000378251
ENSECAG00000022473	ENST00000361297
ENSECAG00000022474	ENST00000479257
ENSECAG00000022475	ENST00000371633
ENSECAG00000004581	ENST00000323865
ENSECAG00000004581	ENST00000323865
ENSECAG00000022479	ENST00000590327
ENSECAG00000022480	ENST00000377190
ENSECAG00000022481	ENST00000596217
ENSECAG00000022482	ENST00000263228
ENSECAG00000022483	ENST00000626021
ENSECAG00000022484	ENST00000254900
ENSECAG00000022484	ENST00000230901
ENSECAG00000022485	ENST00000412451
ENSECAG00000022486	ENST00000389501
ENSECAG00000022487	ENST00000622186
ENSECAG00000022488	ENST00000389735
ENSECAG00000022491	ENST00000416007
ENSECAG00000022492	ENST00000378852
ENSECAG00000022493	ENST00000308251
ENSECAG00000022494	ENST00000353364
ENSECAG00000022494	ENST00000280377
ENSECAG00000022495	ENST00000304449
ENSECAG00000022497	ENST00000226355
ENSECAG00000022498	ENST00000396033
ENSECAG00000022499	ENST00000210633
ENSECAG00000022500	ENST00000523714
ENSECAG00000026868	ENST00000417143
ENSECAG00000001249	ENST00000330871
ENSECAG00000001249	ENST00000330871
ENSECAG00000022503	ENST00000256452
ENSECAG00000022504	ENST00000411419
ENSECAG00000022505	ENST00000395743
ENSECAG00000022506	ENST00000584379
ENSECAG00000022507	ENST00000417934
ENSECAG00000022508	ENST00000607293
ENSECAG00000022509	ENST00000409365
ENSECAG00000022510	ENST00000368167
ENSECAG00000022511	ENST00000355841
ENSECAG00000022513	ENST00000449844
ENSECAG00000022514	ENST00000371168
ENSECAG00000022515	ENST00000285039
ENSECAG00000022515	ENST00000285039
ENSECAG00000022515	ENST00000285039
ENSECAG00000022515	ENST00000285039
ENSECAG00000022515	ENST00000285039
ENSECAG00000022516	ENST00000381714
ENSECAG00000022520	ENST00000627617
ENSECAG00000022521	ENST00000356458
ENSECAG00000022521	ENST00000356458
ENSECAG00000022522	ENST00000373044
ENSECAG00000022523	ENST00000274576
ENSECAG00000022524	ENST00000585671
ENSECAG00000022525	ENST00000395748
ENSECAG00000022526	ENST00000289746
ENSECAG00000022527	ENST00000288670
ENSECAG00000022527	ENST00000288670
ENSECAG00000022529	ENST00000457363
ENSECAG00000022530	ENST00000623882
ENSECAG00000022531	ENST00000452576
ENSECAG00000022532	ENST00000253458
ENSECAG00000022533	ENST00000569847
ENSECAG00000022534	ENST00000348513
ENSECAG00000022535	ENST00000355451
ENSECAG00000022536	ENST00000619101
ENSECAG00000022537	ENST00000614891
ENSECAG00000022538	ENST00000264723
ENSECAG00000022539	ENST00000374092
ENSECAG00000022541	ENST00000302609
ENSECAG00000022543	ENST00000373045
ENSECAG00000022544	ENST00000355193
ENSECAG00000022544	ENST00000355193
ENSECAG00000022545	ENST00000356166
ENSECAG00000022546	ENST00000456935
ENSECAG00000022549	ENST00000331664
ENSECAG00000022550	ENST00000455382
ENSECAG00000022551	ENST00000356921
ENSECAG00000022552	ENST00000243052
ENSECAG00000022553	ENST00000305123
ENSECAG00000022554	ENST00000329548
ENSECAG00000022555	ENST00000391946
ENSECAG00000022556	ENST00000340001
ENSECAG00000022556	ENST00000340001
ENSECAG00000022556	ENST00000340001
ENSECAG00000022557	ENST00000607373
ENSECAG00000022559	ENST00000357519
ENSECAG00000022561	ENST00000333202
ENSECAG00000022563	ENST00000007264
ENSECAG00000022564	ENST00000360428
ENSECAG00000022565	ENST00000356427
ENSECAG00000022566	ENST00000244711
ENSECAG00000022567	ENST00000504128
ENSECAG00000022568	ENST00000613578
ENSECAG00000022569	ENST00000417454
ENSECAG00000022570	ENST00000249071
ENSECAG00000022571	ENST00000367070
ENSECAG00000022571	ENST00000367070
ENSECAG00000022573	ENST00000285679
ENSECAG00000022574	ENST00000343289
ENSECAG00000022575	ENST00000375422
ENSECAG00000022576	ENST00000366922
ENSECAG00000022577	ENST00000392492
ENSECAG00000022578	ENST00000587922
ENSECAG00000022579	ENST00000502935
ENSECAG00000022580	ENST00000370671
ENSECAG00000022581	ENST00000583509
ENSECAG00000022582	ENST00000263981
ENSECAG00000022583	ENST00000271450
ENSECAG00000022583	ENST00000467525
ENSECAG00000022583	ENST00000614870
ENSECAG00000022584	ENST00000294618
ENSECAG00000022584	ENST00000294618
ENSECAG00000022585	ENST00000370682
ENSECAG00000022587	ENST00000435120
ENSECAG00000022588	ENST00000619643
ENSECAG00000022588	ENST00000619643
ENSECAG00000022590	ENST00000436451
ENSECAG00000022592	ENST00000378149
ENSECAG00000022593	ENST00000234396
ENSECAG00000022594	ENST00000349847
ENSECAG00000022594	ENST00000377246
ENSECAG00000022595	ENST00000375095
ENSECAG00000026986	ENST00000598197
ENSECAG00000026899	ENST00000523377
ENSECAG00000022599	ENST00000392481
ENSECAG00000022600	ENST00000251809
ENSECAG00000022601	ENST00000263549
ENSECAG00000022602	ENST00000273395
ENSECAG00000022603	ENST00000400555
ENSECAG00000022603	ENST00000400555
ENSECAG00000022603	ENST00000400556
ENSECAG00000022604	ENST00000232501
ENSECAG00000022605	ENST00000379558
ENSECAG00000022606	ENST00000344532
ENSECAG00000022607	ENST00000381677
ENSECAG00000022608	ENST00000373839
ENSECAG00000022609	ENST00000407991
ENSECAG00000022610	ENST00000354258
ENSECAG00000022611	ENST00000518282
ENSECAG00000022612	ENST00000634240
ENSECAG00000022613	ENST00000481195
ENSECAG00000022614	ENST00000246784
ENSECAG00000022615	ENST00000332598
ENSECAG00000022616	ENST00000234961
ENSECAG00000022617	ENST00000397128
ENSECAG00000022618	ENST00000367342
ENSECAG00000022619	ENST00000568956
ENSECAG00000022620	ENST00000412830
ENSECAG00000022622	ENST00000322013
ENSECAG00000022623	ENST00000611124
ENSECAG00000022624	ENST00000292779
ENSECAG00000022626	ENST00000370141
ENSECAG00000022627	ENST00000262030
ENSECAG00000022628	ENST00000257181
ENSECAG00000022629	ENST00000371494
ENSECAG00000022630	ENST00000336411
ENSECAG00000022631	ENST00000373357
ENSECAG00000022632	ENST00000301732
ENSECAG00000022634	ENST00000380370
ENSECAG00000022635	ENST00000443617
ENSECAG00000022636	ENST00000261339
ENSECAG00000022638	ENST00000351298
ENSECAG00000022639	ENST00000619991
ENSECAG00000022640	ENST00000531120
ENSECAG00000022641	ENST00000248958
ENSECAG00000022642	ENST00000424583
ENSECAG00000022643	ENST00000380370
ENSECAG00000022644	ENST00000542530
ENSECAG00000022645	ENST00000425244
ENSECAG00000022646	ENST00000233668
ENSECAG00000022647	ENST00000297265
ENSECAG00000022648	ENST00000541490
ENSECAG00000022649	ENST00000515385
ENSECAG00000022650	ENST00000297994
ENSECAG00000022651	ENST00000380370
ENSECAG00000022653	ENST00000261023
ENSECAG00000022653	ENST00000261023
ENSECAG00000022654	ENST00000228865
ENSECAG00000022655	ENST00000335875
ENSECAG00000022656	ENST00000442999
ENSECAG00000022657	ENST00000561878
ENSECAG00000022658	ENST00000380370
ENSECAG00000022659	ENST00000394905
ENSECAG00000022660	ENST00000245796
ENSECAG00000022663	ENST00000441883
ENSECAG00000022664	ENST00000230085
ENSECAG00000022666	ENST00000415355
ENSECAG00000022667	ENST00000376207
ENSECAG00000022668	ENST00000411539
ENSECAG00000022670	ENST00000263150
ENSECAG00000022671	ENST00000316987
ENSECAG00000022673	ENST00000381782
ENSECAG00000022674	ENST00000403026
ENSECAG00000022675	ENST00000296388
ENSECAG00000022676	ENST00000280614
ENSECAG00000022677	ENST00000357742
ENSECAG00000022678	ENST00000265715
ENSECAG00000022678	ENST00000265715
ENSECAG00000022679	ENST00000321543
ENSECAG00000022680	ENST00000525591
ENSECAG00000022680	ENST00000525591
ENSECAG00000022680	ENST00000525591
ENSECAG00000022681	ENST00000255136
ENSECAG00000022682	ENST00000299626
ENSECAG00000022683	ENST00000401068
ENSECAG00000022684	ENST00000389924
ENSECAG00000022684	ENST00000389924
ENSECAG00000022685	ENST00000321961
ENSECAG00000022686	ENST00000257776
ENSECAG00000022687	ENST00000529196
ENSECAG00000022689	ENST00000305479
ENSECAG00000022690	ENST00000405333
ENSECAG00000022691	ENST00000316987
ENSECAG00000022692	ENST00000621267
ENSECAG00000022693	ENST00000350320
ENSECAG00000022694	ENST00000310653
ENSECAG00000022695	ENST00000382031
ENSECAG00000026966	ENST00000395409
ENSECAG00000026922	ENST00000576892
ENSECAG00000026822	ENST00000369498
ENSECAG00000015436	ENST00000369309
ENSECAG00000015436	ENST00000369310
ENSECAG00000022697	ENST00000606738
ENSECAG00000022698	ENST00000403245
ENSECAG00000022699	ENST00000371117
ENSECAG00000022699	ENST00000371117
ENSECAG00000022699	ENST00000371117
ENSECAG00000022700	ENST00000415868
ENSECAG00000022701	ENST00000533244
ENSECAG00000022702	ENST00000397843
ENSECAG00000022702	ENST00000356641
ENSECAG00000022702	ENST00000397843
ENSECAG00000022703	ENST00000263636
ENSECAG00000022704	ENST00000372979
ENSECAG00000022705	ENST00000394660
ENSECAG00000008102	ENST00000262811
ENSECAG00000008102	ENST00000262811
ENSECAG00000022707	ENST00000273371
ENSECAG00000022708	ENST00000455884
ENSECAG00000022709	ENST00000378045
ENSECAG00000022710	ENST00000446197
ENSECAG00000022712	ENST00000315144
ENSECAG00000022713	ENST00000291009
ENSECAG00000022714	ENST00000245817
ENSECAG00000022715	ENST00000344876
ENSECAG00000022716	ENST00000616329
ENSECAG00000022717	ENST00000404824
ENSECAG00000022718	ENST00000394422
ENSECAG00000022720	ENST00000544117
ENSECAG00000022721	ENST00000370243
ENSECAG00000022722	ENST00000257934
ENSECAG00000022723	ENST00000322641
ENSECAG00000022724	ENST00000001146
ENSECAG00000022725	ENST00000447974
ENSECAG00000022727	ENST00000292035
ENSECAG00000022730	ENST00000334549
ENSECAG00000022731	ENST00000361866
ENSECAG00000022732	ENST00000321522
ENSECAG00000022733	ENST00000301452
ENSECAG00000022734	ENST00000321276
ENSECAG00000022735	ENST00000399151
ENSECAG00000022735	ENST00000399151
ENSECAG00000022737	ENST00000256999
ENSECAG00000022738	ENST00000333677
ENSECAG00000022739	ENST00000300900
ENSECAG00000022741	ENST00000611976
ENSECAG00000022742	ENST00000376236
ENSECAG00000022742	ENST00000376236
ENSECAG00000022743	ENST00000170564
ENSECAG00000022744	ENST00000216085
ENSECAG00000022745	ENST00000321522
ENSECAG00000022747	ENST00000453464
ENSECAG00000022748	ENST00000627583
ENSECAG00000022749	ENST00000632422
ENSECAG00000022750	ENST00000292614
ENSECAG00000022751	ENST00000399770
ENSECAG00000022752	ENST00000411637
ENSECAG00000022754	ENST00000215906
ENSECAG00000022755	ENST00000295822
ENSECAG00000022756	ENST00000354449
ENSECAG00000022757	ENST00000325558
ENSECAG00000022758	ENST00000399756
ENSECAG00000022759	ENST00000360937
ENSECAG00000022760	ENST00000395572
ENSECAG00000022762	ENST00000254770
ENSECAG00000022763	ENST00000295238
ENSECAG00000022764	ENST00000536188
ENSECAG00000022765	ENST00000272570
ENSECAG00000022769	ENST00000612684
ENSECAG00000022770	ENST00000330938
ENSECAG00000022772	ENST00000455382
ENSECAG00000022774	ENST00000621437
ENSECAG00000022775	ENST00000511970
ENSECAG00000022776	ENST00000338415
ENSECAG00000022777	ENST00000623963
ENSECAG00000022778	ENST00000633328
ENSECAG00000022780	ENST00000269346
ENSECAG00000022781	ENST00000373048
ENSECAG00000022783	ENST00000633328
ENSECAG00000022784	ENST00000373493
ENSECAG00000022785	ENST00000262962
ENSECAG00000022786	ENST00000327247
ENSECAG00000022787	ENST00000345046
ENSECAG00000022788	ENST00000614341
ENSECAG00000022789	ENST00000320516
ENSECAG00000022790	ENST00000431350
ENSECAG00000022791	ENST00000544822
ENSECAG00000022792	ENST00000496804
ENSECAG00000022793	ENST00000372172
ENSECAG00000022794	ENST00000352178
ENSECAG00000022796	ENST00000380370
ENSECAG00000022797	ENST00000321250
ENSECAG00000022800	ENST00000409474
ENSECAG00000022801	ENST00000324306
ENSECAG00000022802	ENST00000372492
ENSECAG00000022803	ENST00000358406
ENSECAG00000022804	ENST00000326932
ENSECAG00000022805	ENST00000316987
ENSECAG00000022806	ENST00000327720
ENSECAG00000022808	ENST00000381229
