ENSECAT00000000009	ENST00000359429
ENSECAT00000025456	ENST00000317216
ENSECAT00000025436	ENST00000291458
ENSECAT00000025474	ENST00000338446
ENSECAT00000025498	ENST00000490131
ENSECAT00000025550	ENST00000305202
ENSECAT00000025569	ENST00000305202
ENSECAT00000025669	ENST00000260508
ENSECAT00000025578	ENST00000268802
ENSECAT00000025463	ENST00000400384
ENSECAT00000025636	ENST00000337233
ENSECAT00000025473	ENST00000370435
ENSECAT00000025491	ENST00000304760
ENSECAT00000025504	ENST00000305513
ENSECAT00000025439	ENST00000396825
ENSECAT00000025506	ENST00000379957
ENSECAT00000025444	ENST00000623963
ENSECAT00000025445	ENST00000400633
ENSECAT00000025639	ENST00000278935
ENSECAT00000025780	ENST00000216254
ENSECAT00000025453	ENST00000483725
ENSECAT00000025701	ENST00000392870
ENSECAT00000025561	ENST00000368094
ENSECAT00000025488	ENST00000374737
ENSECAT00000025594	ENST00000379907
ENSECAT00000025631	ENST00000379907
ENSECAT00000025520	ENST00000301141
ENSECAT00000025459	ENST00000293805
ENSECAT00000025464	ENST00000368174
ENSECAT00000025717	ENST00000587327
ENSECAT00000025743	ENST00000369798
ENSECAT00000025709	ENST00000407426
ENSECAT00000025545	ENST00000261980
ENSECAT00000025467	ENST00000308027
ENSECAT00000025481	ENST00000356517
ENSECAT00000025755	ENST00000307149
ENSECAT00000025567	ENST00000634240
ENSECAT00000025468	ENST00000368671
ENSECAT00000025585	ENST00000617748
ENSECAT00000025551	ENST00000621172
ENSECAT00000025776	ENST00000314845
ENSECAT00000025485	ENST00000261245
ENSECAT00000025548	ENST00000447225
ENSECAT00000025482	ENST00000376414
ENSECAT00000025747	ENST00000346134
ENSECAT00000025749	ENST00000346134
ENSECAT00000025753	ENST00000349598
ENSECAT00000025493	ENST00000333952
ENSECAT00000025519	ENST00000300619
ENSECAT00000025546	ENST00000397082
ENSECAT00000025563	ENST00000322146
ENSECAT00000025572	ENST00000429604
ENSECAT00000025584	ENST00000300619
ENSECAT00000025606	ENST00000322146
ENSECAT00000025619	ENST00000597252
ENSECAT00000025633	ENST00000429604
ENSECAT00000025654	ENST00000300619
ENSECAT00000025549	ENST00000396051
ENSECAT00000025655	ENST00000432887
ENSECAT00000025552	ENST00000262186
ENSECAT00000025591	ENST00000342907
ENSECAT00000025494	ENST00000300575
ENSECAT00000025632	ENST00000373449
ENSECAT00000025534	ENST00000481848
ENSECAT00000025495	ENST00000256404
ENSECAT00000025768	ENST00000376387
ENSECAT00000025742	ENST00000252744
ENSECAT00000025523	ENST00000394855
ENSECAT00000025675	ENST00000287394
ENSECAT00000026083	ENST00000373539
ENSECAT00000025526	ENST00000222812
ENSECAT00000025799	ENST00000584778
ENSECAT00000025560	ENST00000280333
ENSECAT00000025535	ENST00000260665
ENSECAT00000025890	ENST00000283243
ENSECAT00000025539	ENST00000631683
ENSECAT00000025789	ENST00000356136
ENSECAT00000025565	ENST00000621758
ENSECAT00000025516	ENST00000534510
ENSECAT00000025510	ENST00000272641
ENSECAT00000025760	ENST00000264499
ENSECAT00000025821	ENST00000260762
ENSECAT00000025518	ENST00000237937
ENSECAT00000025607	ENST00000273179
ENSECAT00000025820	ENST00000611707
ENSECAT00000025589	ENST00000343380
ENSECAT00000025958	ENST00000314167
ENSECAT00000025969	ENST00000314167
ENSECAT00000025524	ENST00000334879
ENSECAT00000025659	ENST00000369261
ENSECAT00000025626	ENST00000229330
ENSECAT00000025598	ENST00000379527
ENSECAT00000025577	ENST00000425929
ENSECAT00000025532	ENST00000371076
ENSECAT00000025899	ENST00000379747
ENSECAT00000025867	ENST00000409874
ENSECAT00000018372	ENST00000314100
ENSECAT00000028936	ENST00000481247
ENSECAT00000019466	ENST00000481247
ENSECAT00000025566	ENST00000256389
ENSECAT00000025615	ENST00000425562
ENSECAT00000025622	ENST00000425562
ENSECAT00000025802	ENST00000300738
ENSECAT00000025580	ENST00000623963
ENSECAT00000025588	ENST00000369744
ENSECAT00000025537	ENST00000407572
ENSECAT00000025634	ENST00000369367
ENSECAT00000025621	ENST00000380495
ENSECAT00000025788	ENST00000378278
ENSECAT00000025557	ENST00000392386
ENSECAT00000025555	ENST00000354377
ENSECAT00000025554	ENST00000361131
ENSECAT00000025642	ENST00000271139
ENSECAT00000025612	ENST00000348354
ENSECAT00000025564	ENST00000381458
ENSECAT00000025618	ENST00000372987
ENSECAT00000025559	ENST00000416562
ENSECAT00000025708	ENST00000315087
ENSECAT00000025568	ENST00000261890
ENSECAT00000026086	ENST00000336411
ENSECAT00000025836	ENST00000408937
ENSECAT00000025839	ENST00000408937
ENSECAT00000025858	ENST00000408937
ENSECAT00000025904	ENST00000325495
ENSECAT00000025945	ENST00000348943
ENSECAT00000025571	ENST00000378868
ENSECAT00000025792	ENST00000323482
ENSECAT00000025600	ENST00000254868
ENSECAT00000025609	ENST00000217043
ENSECAT00000025692	ENST00000562057
ENSECAT00000025722	ENST00000371026
ENSECAT00000025574	ENST00000064571
ENSECAT00000025658	ENST00000270530
ENSECAT00000026049	ENST00000268182
ENSECAT00000025575	ENST00000623963
ENSECAT00000025624	ENST00000367381
ENSECAT00000026000	ENST00000275815
ENSECAT00000025679	ENST00000349456
ENSECAT00000025625	ENST00000342929
ENSECAT00000025787	ENST00000254719
ENSECAT00000025791	ENST00000254719
ENSECAT00000025748	ENST00000246914
ENSECAT00000026071	ENST00000258494
ENSECAT00000025635	ENST00000020926
ENSECAT00000025613	ENST00000372469
ENSECAT00000025602	ENST00000558247
ENSECAT00000025919	ENST00000614987
ENSECAT00000025668	ENST00000382771
ENSECAT00000025603	ENST00000609883
ENSECAT00000025644	ENST00000413988
ENSECAT00000025744	ENST00000404568
ENSECAT00000025623	ENST00000613269
ENSECAT00000025693	ENST00000355035
ENSECAT00000025823	ENST00000263245
ENSECAT00000025825	ENST00000263245
ENSECAT00000025691	ENST00000374467
ENSECAT00000025939	ENST00000377045
ENSECAT00000025627	ENST00000633930
ENSECAT00000025910	ENST00000371204
ENSECAT00000025704	ENST00000448293
ENSECAT00000025682	ENST00000373580
ENSECAT00000025931	ENST00000371917
ENSECAT00000025974	ENST00000371917
ENSECAT00000025979	ENST00000371917
ENSECAT00000025678	ENST00000417270
ENSECAT00000025638	ENST00000555441
ENSECAT00000025725	ENST00000575801
ENSECAT00000025972	ENST00000261819
ENSECAT00000025772	ENST00000203001
ENSECAT00000025646	ENST00000371384
ENSECAT00000025671	ENST00000295050
ENSECAT00000025673	ENST00000072869
ENSECAT00000026134	ENST00000389037
ENSECAT00000025852	ENST00000360351
ENSECAT00000025854	ENST00000360351
ENSECAT00000025647	ENST00000539247
ENSECAT00000025643	ENST00000623963
ENSECAT00000025703	ENST00000634683
ENSECAT00000025697	ENST00000332782
ENSECAT00000025699	ENST00000342404
ENSECAT00000025770	ENST00000336174
ENSECAT00000025652	ENST00000225842
ENSECAT00000025779	ENST00000216106
ENSECAT00000026229	ENST00000374080
ENSECAT00000025696	ENST00000244020
ENSECAT00000025660	ENST00000623963
ENSECAT00000025683	ENST00000374266
ENSECAT00000025815	ENST00000298875
ENSECAT00000025698	ENST00000392743
ENSECAT00000025700	ENST00000394179
ENSECAT00000025710	ENST00000418519
ENSECAT00000025689	ENST00000434439
ENSECAT00000025665	ENST00000225844
ENSECAT00000025662	ENST00000458322
ENSECAT00000026248	ENST00000289153
ENSECAT00000025901	ENST00000262940
ENSECAT00000025726	ENST00000438661
ENSECAT00000025757	ENST00000438661
ENSECAT00000025769	ENST00000381525
ENSECAT00000025735	ENST00000246801
ENSECAT00000025685	ENST00000339394
ENSECAT00000025680	ENST00000635558
ENSECAT00000025672	ENST00000305869
ENSECAT00000025677	ENST00000378569
ENSECAT00000025681	ENST00000225831
ENSECAT00000025686	ENST00000398742
ENSECAT00000025897	ENST00000314262
ENSECAT00000025894	ENST00000547588
ENSECAT00000026022	ENST00000444676
ENSECAT00000026023	ENST00000222673
ENSECAT00000025804	ENST00000368969
ENSECAT00000025707	ENST00000369206
ENSECAT00000025687	ENST00000318528
ENSECAT00000025690	ENST00000318528
ENSECAT00000025738	ENST00000465513
ENSECAT00000025756	ENST00000465513
ENSECAT00000025702	ENST00000543341
ENSECAT00000025723	ENST00000409223
ENSECAT00000025786	ENST00000395914
ENSECAT00000025874	ENST00000215793
ENSECAT00000025805	ENST00000287713
ENSECAT00000025761	ENST00000368272
ENSECAT00000025732	ENST00000368905
ENSECAT00000025721	ENST00000513973
ENSECAT00000025728	ENST00000296564
ENSECAT00000025883	ENST00000421804
ENSECAT00000025982	ENST00000397304
ENSECAT00000025724	ENST00000373191
ENSECAT00000025712	ENST00000382581
ENSECAT00000025734	ENST00000240651
ENSECAT00000025860	ENST00000327044
ENSECAT00000025809	ENST00000300128
ENSECAT00000025752	ENST00000316950
ENSECAT00000025794	ENST00000316950
ENSECAT00000025849	ENST00000316950
ENSECAT00000025905	ENST00000316950
ENSECAT00000025960	ENST00000316950
ENSECAT00000026095	ENST00000619231
ENSECAT00000026102	ENST00000619231
ENSECAT00000026133	ENST00000619231
ENSECAT00000026178	ENST00000619231
ENSECAT00000026183	ENST00000619231
ENSECAT00000025763	ENST00000299333
ENSECAT00000025790	ENST00000435881
ENSECAT00000025795	ENST00000398532
ENSECAT00000025973	ENST00000381160
ENSECAT00000025909	ENST00000613572
ENSECAT00000025718	ENST00000625458
ENSECAT00000025925	ENST00000547271
ENSECAT00000025930	ENST00000376809
ENSECAT00000025949	ENST00000376809
ENSECAT00000026179	ENST00000313367
ENSECAT00000025731	ENST00000267615
ENSECAT00000026070	ENST00000302763
ENSECAT00000025766	ENST00000296370
ENSECAT00000025730	ENST00000429433
ENSECAT00000025882	ENST00000377767
ENSECAT00000025838	ENST00000451288
ENSECAT00000025751	ENST00000373125
ENSECAT00000025737	ENST00000216038
ENSECAT00000025850	ENST00000274093
ENSECAT00000026040	ENST00000164139
ENSECAT00000025759	ENST00000304056
ENSECAT00000025819	ENST00000270747
ENSECAT00000025782	ENST00000612771
ENSECAT00000025798	ENST00000361439
ENSECAT00000025929	ENST00000373549
ENSECAT00000025745	ENST00000623963
ENSECAT00000025784	ENST00000632887
ENSECAT00000025764	ENST00000283303
ENSECAT00000025898	ENST00000244571
ENSECAT00000025813	ENST00000333082
ENSECAT00000025754	ENST00000620224
ENSECAT00000025800	ENST00000243213
ENSECAT00000025773	ENST00000356588
ENSECAT00000025886	ENST00000395510
ENSECAT00000025887	ENST00000521606
ENSECAT00000026093	ENST00000313070
ENSECAT00000026114	ENST00000449022
ENSECAT00000026116	ENST00000412584
ENSECAT00000025826	ENST00000323468
ENSECAT00000025888	ENST00000550804
ENSECAT00000025895	ENST00000550804
ENSECAT00000025775	ENST00000605660
ENSECAT00000025767	ENST00000249299
ENSECAT00000025833	ENST00000572919
ENSECAT00000025846	ENST00000295055
ENSECAT00000026206	ENST00000255266
ENSECAT00000026003	ENST00000381556
ENSECAT00000026024	ENST00000254718
ENSECAT00000026058	ENST00000254718
ENSECAT00000025828	ENST00000425103
ENSECAT00000025781	ENST00000303015
ENSECAT00000025991	ENST00000237596
ENSECAT00000026010	ENST00000237596
ENSECAT00000025875	ENST00000267890
ENSECAT00000026275	ENST00000373381
ENSECAT00000026307	ENST00000619121
ENSECAT00000026351	ENST00000373381
ENSECAT00000026374	ENST00000373388
ENSECAT00000026389	ENST00000619121
ENSECAT00000026403	ENST00000373381
ENSECAT00000025814	ENST00000296149
ENSECAT00000025845	ENST00000398841
ENSECAT00000026025	ENST00000370425
ENSECAT00000026065	ENST00000370425
ENSECAT00000026067	ENST00000370425
ENSECAT00000025866	ENST00000612396
ENSECAT00000025912	ENST00000263257
ENSECAT00000025834	ENST00000264474
ENSECAT00000025885	ENST00000336418
ENSECAT00000025797	ENST00000611312
ENSECAT00000025913	ENST00000303251
ENSECAT00000025853	ENST00000368485
ENSECAT00000025824	ENST00000542783
ENSECAT00000025793	ENST00000392622
ENSECAT00000025970	ENST00000281142
ENSECAT00000025896	ENST00000232892
ENSECAT00000026220	ENST00000627432
ENSECAT00000026222	ENST00000369977
ENSECAT00000026224	ENST00000369977
ENSECAT00000026033	ENST00000298472
ENSECAT00000025803	ENST00000371222
ENSECAT00000025811	ENST00000614775
ENSECAT00000025827	ENST00000337576
ENSECAT00000025847	ENST00000360342
ENSECAT00000025810	ENST00000311787
ENSECAT00000025831	ENST00000298119
ENSECAT00000025859	ENST00000260184
ENSECAT00000025940	ENST00000381309
ENSECAT00000025881	ENST00000358526
ENSECAT00000025903	ENST00000358526
ENSECAT00000025889	ENST00000395352
ENSECAT00000025989	ENST00000543707
ENSECAT00000025816	ENST00000406936
ENSECAT00000025818	ENST00000281871
ENSECAT00000025950	ENST00000428789
ENSECAT00000025848	ENST00000382932
ENSECAT00000025984	ENST00000454376
ENSECAT00000025869	ENST00000375377
ENSECAT00000026029	ENST00000352689
ENSECAT00000025837	ENST00000409733
ENSECAT00000025843	ENST00000409733
ENSECAT00000025941	ENST00000622211
ENSECAT00000025841	ENST00000393316
ENSECAT00000026030	ENST00000268296
ENSECAT00000026050	ENST00000268296
ENSECAT00000025842	ENST00000252318
ENSECAT00000029150	ENST00000246802
ENSECAT00000028993	ENST00000264552
ENSECAT00000029160	ENST00000559463
ENSECAT00000028911	ENST00000621654
ENSECAT00000025986	ENST00000396394
ENSECAT00000025993	ENST00000370418
ENSECAT00000025844	ENST00000317357
ENSECAT00000025947	ENST00000431683
ENSECAT00000025965	ENST00000431683
ENSECAT00000025954	ENST00000338862
ENSECAT00000026091	ENST00000262056
ENSECAT00000026002	ENST00000455915
ENSECAT00000026883	ENST00000383588
ENSECAT00000029096	ENST00000383588
ENSECAT00000025915	ENST00000348931
ENSECAT00000025855	ENST00000394077
ENSECAT00000025908	ENST00000618299
ENSECAT00000025880	ENST00000506364
ENSECAT00000025865	ENST00000486180
ENSECAT00000025917	ENST00000390649
ENSECAT00000025871	ENST00000330817
ENSECAT00000025891	ENST00000317479
ENSECAT00000026007	ENST00000324662
ENSECAT00000025932	ENST00000371079
ENSECAT00000025884	ENST00000306858
ENSECAT00000025907	ENST00000451791
ENSECAT00000026330	ENST00000277895
ENSECAT00000026331	ENST00000277895
ENSECAT00000026341	ENST00000369252
ENSECAT00000026005	ENST00000317025
ENSECAT00000026009	ENST00000317025
ENSECAT00000025942	ENST00000536364
ENSECAT00000026037	ENST00000613609
ENSECAT00000026043	ENST00000613609
ENSECAT00000026287	ENST00000373672
ENSECAT00000026327	ENST00000373672
ENSECAT00000025893	ENST00000328895
ENSECAT00000025956	ENST00000355995
ENSECAT00000025946	ENST00000355190
ENSECAT00000025892	ENST00000274361
ENSECAT00000025923	ENST00000310512
ENSECAT00000026089	ENST00000414645
ENSECAT00000025990	ENST00000381897
ENSECAT00000025999	ENST00000349703
ENSECAT00000025966	ENST00000366955
ENSECAT00000026238	ENST00000264638
ENSECAT00000026276	ENST00000264638
ENSECAT00000025935	ENST00000613058
ENSECAT00000025924	ENST00000326648
ENSECAT00000025944	ENST00000389156
ENSECAT00000025906	ENST00000376143
ENSECAT00000025955	ENST00000315423
ENSECAT00000026069	ENST00000522948
ENSECAT00000026117	ENST00000522948
ENSECAT00000025967	ENST00000422538
ENSECAT00000025918	ENST00000370509
ENSECAT00000025985	ENST00000371628
ENSECAT00000025911	ENST00000392002
ENSECAT00000025934	ENST00000344839
ENSECAT00000025914	ENST00000369889
ENSECAT00000026477	ENST00000409709
ENSECAT00000026486	ENST00000409619
ENSECAT00000025922	ENST00000620131
ENSECAT00000025916	ENST00000378681
ENSECAT00000025987	ENST00000396884
ENSECAT00000025920	ENST00000320578
ENSECAT00000025978	ENST00000392006
ENSECAT00000025933	ENST00000356824
ENSECAT00000025926	ENST00000222969
ENSECAT00000025968	ENST00000369020
ENSECAT00000025928	ENST00000626074
ENSECAT00000026516	ENST00000545399
ENSECAT00000026060	ENST00000336338
ENSECAT00000025959	ENST00000454370
ENSECAT00000026175	ENST00000403097
ENSECAT00000026087	ENST00000396774
ENSECAT00000025957	ENST00000332644
ENSECAT00000026076	ENST00000388948
ENSECAT00000025938	ENST00000619481
ENSECAT00000025951	ENST00000437775
ENSECAT00000026051	ENST00000393743
ENSECAT00000026105	ENST00000394144
ENSECAT00000025983	ENST00000627167
ENSECAT00000025998	ENST00000267425
ENSECAT00000026048	ENST00000367996
ENSECAT00000026109	ENST00000269391
ENSECAT00000026122	ENST00000269391
ENSECAT00000025948	ENST00000304526
ENSECAT00000026027	ENST00000431367
ENSECAT00000026057	ENST00000431367
ENSECAT00000025953	ENST00000614422
ENSECAT00000025962	ENST00000315616
ENSECAT00000026034	ENST00000236051
ENSECAT00000026017	ENST00000313334
ENSECAT00000026015	ENST00000339313
ENSECAT00000025981	ENST00000332853
ENSECAT00000026138	ENST00000544088
ENSECAT00000026168	ENST00000544088
ENSECAT00000025961	ENST00000329291
ENSECAT00000025963	ENST00000248564
ENSECAT00000026246	ENST00000361418
ENSECAT00000026247	ENST00000361418
ENSECAT00000026270	ENST00000361961
ENSECAT00000026315	ENST00000382194
ENSECAT00000026404	ENST00000382203
ENSECAT00000026435	ENST00000382194
ENSECAT00000026449	ENST00000382194
ENSECAT00000025971	ENST00000302755
ENSECAT00000025995	ENST00000273317
ENSECAT00000026045	ENST00000377595
ENSECAT00000028954	ENST00000324616
ENSECAT00000028877	ENST00000442047
ENSECAT00000028990	ENST00000292363
ENSECAT00000025975	ENST00000338588
ENSECAT00000025976	ENST00000355346
ENSECAT00000026237	ENST00000265465
ENSECAT00000025977	ENST00000357520
ENSECAT00000026020	ENST00000374523
ENSECAT00000025992	ENST00000264161
ENSECAT00000026032	ENST00000613142
ENSECAT00000025980	ENST00000358752
ENSECAT00000026026	ENST00000333640
ENSECAT00000026013	ENST00000536178
ENSECAT00000025997	ENST00000373884
ENSECAT00000025988	ENST00000332372
ENSECAT00000026132	ENST00000407689
ENSECAT00000026106	ENST00000324460
ENSECAT00000026090	ENST00000269299
ENSECAT00000026001	ENST00000260287
ENSECAT00000026066	ENST00000545193
ENSECAT00000026195	ENST00000493111
ENSECAT00000026031	ENST00000221233
ENSECAT00000026098	ENST00000046640
ENSECAT00000026074	ENST00000472487
ENSECAT00000026162	ENST00000389301
ENSECAT00000026176	ENST00000389301
ENSECAT00000026008	ENST00000253462
ENSECAT00000026120	ENST00000371347
ENSECAT00000026144	ENST00000330579
ENSECAT00000026188	ENST00000322099
ENSECAT00000026038	ENST00000399609
ENSECAT00000026128	ENST00000273352
ENSECAT00000026056	ENST00000372715
ENSECAT00000026177	ENST00000600882
ENSECAT00000026186	ENST00000600882
ENSECAT00000026250	ENST00000437669
ENSECAT00000026021	ENST00000356721
ENSECAT00000026014	ENST00000535411
ENSECAT00000026036	ENST00000369893
ENSECAT00000026158	ENST00000299698
ENSECAT00000026028	ENST00000424749
ENSECAT00000026035	ENST00000256367
ENSECAT00000026103	ENST00000349693
ENSECAT00000026111	ENST00000349693
ENSECAT00000026072	ENST00000262384
ENSECAT00000026053	ENST00000221498
ENSECAT00000026119	ENST00000258648
ENSECAT00000026055	ENST00000256552
ENSECAT00000026218	ENST00000261693
ENSECAT00000026241	ENST00000261693
ENSECAT00000026249	ENST00000261693
ENSECAT00000026245	ENST00000371100
ENSECAT00000026075	ENST00000286186
ENSECAT00000026044	ENST00000372318
ENSECAT00000026266	ENST00000409547
ENSECAT00000026267	ENST00000409547
ENSECAT00000026273	ENST00000409547
ENSECAT00000026073	ENST00000538924
ENSECAT00000026309	ENST00000361908
ENSECAT00000026313	ENST00000361828
ENSECAT00000026108	ENST00000219069
ENSECAT00000026160	ENST00000615358
ENSECAT00000024675	ENST00000433809
ENSECAT00000029023	ENST00000376621
ENSECAT00000026062	ENST00000200652
ENSECAT00000026046	ENST00000417948
ENSECAT00000026136	ENST00000376755
ENSECAT00000026054	ENST00000342995
ENSECAT00000026107	ENST00000444296
ENSECAT00000026061	ENST00000253047
ENSECAT00000026252	ENST00000371084
ENSECAT00000026080	ENST00000325748
ENSECAT00000026099	ENST00000535358
ENSECAT00000026101	ENST00000535358
ENSECAT00000026064	ENST00000372324
ENSECAT00000026063	ENST00000256585
ENSECAT00000026320	ENST00000392396
ENSECAT00000026088	ENST00000552361
ENSECAT00000026123	ENST00000394511
ENSECAT00000026140	ENST00000362006
ENSECAT00000026097	ENST00000352903
ENSECAT00000026344	ENST00000521978
ENSECAT00000026139	ENST00000253754
ENSECAT00000026068	ENST00000415641
ENSECAT00000026082	ENST00000374971
ENSECAT00000026170	ENST00000456846
ENSECAT00000026209	ENST00000465259
ENSECAT00000026291	ENST00000281419
ENSECAT00000026092	ENST00000422728
ENSECAT00000026079	ENST00000542664
ENSECAT00000026084	ENST00000393085
ENSECAT00000026191	ENST00000324379
ENSECAT00000026205	ENST00000555818
ENSECAT00000026207	ENST00000358550
